Rozdilna;Podilsk;117
Podilsk;Rozdilna;117
Rozdilna;Yuzhne;117
Yuzhne;Rozdilna;117
Vuhlehirsk;Bunhe;11
Bunhe;Vuhlehirsk;11
Vuhlehirsk;Yenakiieve;11
Yenakiieve;Vuhlehirsk;11
Vuhlehirsk;Svitlodarsk;15
Svitlodarsk;Vuhlehirsk;15
Vuhlehirsk;Debaltseve;15
Debaltseve;Vuhlehirsk;15
Vuhlehirsk;Zhdanivka;18
Zhdanivka;Vuhlehirsk;18
Vuhlehirsk;Khrestivka;21
Khrestivka;Vuhlehirsk;21
Vuhlehirsk;Horlivka;24
Horlivka;Vuhlehirsk;24
Vuhlehirsk;Shakhtarsk;31
Shakhtarsk;Vuhlehirsk;31
Vuhlehirsk;Khartsyzk;33
Khartsyzk;Vuhlehirsk;33
Podilsk;Balta;23
Balta;Podilsk;23
Podilsk;Ananiv;48
Ananiv;Podilsk;48
Podilsk;Kodyma;59
Kodyma;Podilsk;59
Podilsk;Bershad;69
Bershad;Podilsk;69
Podilsk;Haivoron;76
Haivoron;Podilsk;76
Podilsk;Blahovishchenske;100
Blahovishchenske;Podilsk;100
Podilsk;Ladyzhyn;109
Ladyzhyn;Podilsk;109
Podilsk;Rozdilna;117
Rozdilna;Podilsk;117
Podilsk;Haisyn;119
Haisyn;Podilsk;119
Reni;Bolhrad;47
Bolhrad;Reni;47
Reni;Izmail;68
Izmail;Reni;68
Reni;Kiliia;113
Kiliia;Reni;113
Reni;Artsyz;142
Artsyz;Reni;142
Reni;Vylkove;151
Vylkove;Reni;151
Reni;Tatarbunary;158
Tatarbunary;Reni;158
Reni;Bilhorod-Dnistrovskyi;246
Bilhorod-Dnistrovskyi;Reni;246
Reni;Biliaivka;247
Biliaivka;Reni;247
Biliaivka;Teplodar;12
Teplodar;Biliaivka;12
Biliaivka;Bilhorod-Dnistrovskyi;35
Bilhorod-Dnistrovskyi;Biliaivka;35
Biliaivka;Rozdilna;44
Rozdilna;Biliaivka;44
Biliaivka;Chornomorsk;52
Chornomorsk;Biliaivka;52
Biliaivka;Odesa;55
Odesa;Biliaivka;55
Biliaivka;Tatarbunary;98
Tatarbunary;Biliaivka;98
Biliaivka;Yuzhne;100
Yuzhne;Biliaivka;100
Biliaivka;Artsyz;106
Artsyz;Biliaivka;106
Biliaivka;Berezivka;111
Berezivka;Biliaivka;111
Vylkove;Kiliia;38
Kiliia;Vylkove;38
Vylkove;Tatarbunary;49
Tatarbunary;Vylkove;49
Vylkove;Artsyz;68
Artsyz;Vylkove;68
Vylkove;Izmail;84
Izmail;Vylkove;84
Vylkove;Bolhrad;114
Bolhrad;Vylkove;114
Vylkove;Bilhorod-Dnistrovskyi;120
Bilhorod-Dnistrovskyi;Vylkove;120
Vylkove;Biliaivka;139
Biliaivka;Vylkove;139
Vylkove;Teplodar;148
Teplodar;Vylkove;148
Vylkove;Reni;151
Reni;Vylkove;151
Izmail;Bolhrad;45
Bolhrad;Izmail;45
Izmail;Kiliia;48
Kiliia;Izmail;48
Izmail;Reni;68
Reni;Izmail;68
Izmail;Vylkove;84
Vylkove;Izmail;84
Izmail;Artsyz;94
Artsyz;Izmail;94
Izmail;Tatarbunary;102
Tatarbunary;Izmail;102
Izmail;Bilhorod-Dnistrovskyi;191
Bilhorod-Dnistrovskyi;Izmail;191
Izmail;Biliaivka;198
Biliaivka;Izmail;198
Izmail;Teplodar;209
Teplodar;Izmail;209
Kiliia;Vylkove;38
Vylkove;Kiliia;38
Kiliia;Izmail;48
Izmail;Kiliia;48
Kiliia;Tatarbunary;57
Tatarbunary;Kiliia;57
Kiliia;Artsyz;59
Artsyz;Kiliia;59
Kiliia;Bolhrad;76
Bolhrad;Kiliia;76
Kiliia;Reni;113
Reni;Kiliia;113
Kiliia;Bilhorod-Dnistrovskyi;144
Bilhorod-Dnistrovskyi;Kiliia;144
Kiliia;Biliaivka;155
Biliaivka;Kiliia;155
Kiliia;Teplodar;166
Teplodar;Kiliia;166
Kodyma;Bershad;54
Bershad;Kodyma;54
Kodyma;Balta;58
Balta;Kodyma;58
Kodyma;Podilsk;59
Podilsk;Kodyma;59
Kodyma;Ladyzhyn;67
Ladyzhyn;Kodyma;67
Kodyma;Tulchyn;71
Tulchyn;Kodyma;71
Kodyma;Haisyn;85
Haisyn;Kodyma;85
Kodyma;Haivoron;88
Haivoron;Kodyma;88
Kodyma;Yampil;96
Yampil;Kodyma;96
Kodyma;Ananiv;102
Ananiv;Kodyma;102
Chornomorsk;Odesa;20
Odesa;Chornomorsk;20
Chornomorsk;Bilhorod-Dnistrovskyi;38
Bilhorod-Dnistrovskyi;Chornomorsk;38
Chornomorsk;Teplodar;43
Teplodar;Chornomorsk;43
Chornomorsk;Biliaivka;52
Biliaivka;Chornomorsk;52
Chornomorsk;Yuzhne;62
Yuzhne;Chornomorsk;62
Chornomorsk;Rozdilna;89
Rozdilna;Chornomorsk;89
Chornomorsk;Berezivka;104
Berezivka;Chornomorsk;104
Chornomorsk;Ochakiv;105
Ochakiv;Chornomorsk;105
Chornomorsk;Tatarbunary;127
Tatarbunary;Chornomorsk;127
Zvenyhorodka;Vatutine;13
Vatutine;Zvenyhorodka;13
Zvenyhorodka;Talne;36
Talne;Zvenyhorodka;36
Zvenyhorodka;Shpola;48
Shpola;Zvenyhorodka;48
Zvenyhorodka;Korsun-Shevchenkivskyi;49
Korsun-Shevchenkivskyi;Zvenyhorodka;49
Zvenyhorodka;Bohuslav;53
Bohuslav;Zvenyhorodka;53
Zvenyhorodka;Horodyshche;59
Horodyshche;Zvenyhorodka;59
Zvenyhorodka;Myronivka;65
Myronivka;Zvenyhorodka;65
Zvenyhorodka;Tarashcha;75
Tarashcha;Zvenyhorodka;75
Zvenyhorodka;Novomyrhorod;81
Novomyrhorod;Zvenyhorodka;81
Bolhrad;Izmail;45
Izmail;Bolhrad;45
Bolhrad;Reni;47
Reni;Bolhrad;47
Bolhrad;Kiliia;76
Kiliia;Bolhrad;76
Bolhrad;Artsyz;95
Artsyz;Bolhrad;95
Bolhrad;Tatarbunary;113
Tatarbunary;Bolhrad;113
Bolhrad;Vylkove;114
Vylkove;Bolhrad;114
Bolhrad;Biliaivka;200
Biliaivka;Bolhrad;200
Bolhrad;Bilhorod-Dnistrovskyi;200
Bilhorod-Dnistrovskyi;Bolhrad;200
Bolhrad;Rozdilna;208
Rozdilna;Bolhrad;208
Balta;Podilsk;23
Podilsk;Balta;23
Balta;Ananiv;45
Ananiv;Balta;45
Balta;Bershad;49
Bershad;Balta;49
Balta;Haivoron;53
Haivoron;Balta;53
Balta;Kodyma;58
Kodyma;Balta;58
Balta;Blahovishchenske;79
Blahovishchenske;Balta;79
Balta;Ladyzhyn;93
Ladyzhyn;Balta;93
Balta;Haisyn;100
Haisyn;Balta;100
Balta;Khrystynivka;105
Khrystynivka;Balta;105
Berezivka;Voznesensk;62
Voznesensk;Berezivka;62
Berezivka;Yuzhne;68
Yuzhne;Berezivka;68
Berezivka;Yuzhnoukrainsk;76
Yuzhnoukrainsk;Berezivka;76
Berezivka;Odesa;84
Odesa;Berezivka;84
Berezivka;Pervomaisk;93
Pervomaisk;Berezivka;93
Berezivka;Ochakiv;96
Ochakiv;Berezivka;96
Berezivka;Nova Odesa;99
Nova Odesa;Berezivka;99
Berezivka;Rozdilna;100
Rozdilna;Berezivka;100
Berezivka;Teplodar;101
Teplodar;Berezivka;101
Artsyz;Tatarbunary;28
Tatarbunary;Artsyz;28
Artsyz;Kiliia;59
Kiliia;Artsyz;59
Artsyz;Vylkove;68
Vylkove;Artsyz;68
Artsyz;Izmail;94
Izmail;Artsyz;94
Artsyz;Bolhrad;95
Bolhrad;Artsyz;95
Artsyz;Bilhorod-Dnistrovskyi;106
Bilhorod-Dnistrovskyi;Artsyz;106
Artsyz;Biliaivka;106
Biliaivka;Artsyz;106
Artsyz;Teplodar;118
Teplodar;Artsyz;118
Artsyz;Rozdilna;122
Rozdilna;Artsyz;122
Bohodukhiv;Valky;38
Valky;Bohodukhiv;38
Bohodukhiv;Liubotyn;55
Liubotyn;Bohodukhiv;55
Bohodukhiv;Derhachi;66
Derhachi;Bohodukhiv;66
Bohodukhiv;Pivdenne;69
Pivdenne;Bohodukhiv;69
Bohodukhiv;Trostianets;71
Trostianets;Bohodukhiv;71
Bohodukhiv;Okhtyrka;71
Okhtyrka;Bohodukhiv;71
Bohodukhiv;Merefa;71
Merefa;Bohodukhiv;71
Bohodukhiv;Kharkiv;86
Kharkiv;Bohodukhiv;86
Bohodukhiv;Krasnohrad;89
Krasnohrad;Bohodukhiv;89
Valky;Bohodukhiv;38
Bohodukhiv;Valky;38
Valky;Liubotyn;39
Liubotyn;Valky;39
Valky;Merefa;49
Merefa;Valky;49
Valky;Pivdenne;51
Pivdenne;Valky;51
Valky;Krasnohrad;55
Krasnohrad;Valky;55
Valky;Derhachi;63
Derhachi;Valky;63
Valky;Karlivka;70
Karlivka;Valky;70
Valky;Kharkiv;74
Kharkiv;Valky;74
Valky;Pervomaiskyi;83
Pervomaiskyi;Valky;83
Dubno;Kremenets;34
Kremenets;Dubno;34
Dubno;Pochaiv;51
Pochaiv;Dubno;51
Dubno;Shumsk;52
Shumsk;Dubno;52
Dubno;Kivertsi;57
Kivertsi;Dubno;57
Dubno;Zdolbuniv;58
Zdolbuniv;Dubno;58
Dubno;Lutsk;60
Lutsk;Dubno;60
Dubno;Rivne;61
Rivne;Dubno;61
Dubno;Radyvyliv;62
Radyvyliv;Dubno;62
Dubno;Berestechko;70
Berestechko;Dubno;70
Dnipro;Pidhorodne;15
Pidhorodne;Dnipro;15
Dnipro;Novomoskovsk;31
Novomoskovsk;Dnipro;31
Dnipro;Kamianske;52
Kamianske;Dnipro;52
Dnipro;Synelnykove;59
Synelnykove;Dnipro;59
Dnipro;Zaporizhzhia;71
Zaporizhzhia;Dnipro;71
Dnipro;Pereshchepyne;74
Pereshchepyne;Dnipro;74
Dnipro;Vilniansk;74
Vilniansk;Dnipro;74
Dnipro;Verkhnodniprovsk;77
Verkhnodniprovsk;Dnipro;77
Dnipro;Verkhivtseve;85
Verkhivtseve;Dnipro;85
Ananiv;Balta;45
Balta;Ananiv;45
Ananiv;Podilsk;48
Podilsk;Ananiv;48
Ananiv;Haivoron;69
Haivoron;Ananiv;69
Ananiv;Blahovishchenske;73
Blahovishchenske;Ananiv;73
Ananiv;Bershad;87
Bershad;Ananiv;87
Ananiv;Rozdilna;98
Rozdilna;Ananiv;98
Ananiv;Kodyma;102
Kodyma;Ananiv;102
Ananiv;Pervomaisk;105
Pervomaisk;Ananiv;105
Ananiv;Uman;119
Uman;Ananiv;119
Krasnohrad;Karlivka;38
Karlivka;Krasnohrad;38
Krasnohrad;Pereshchepyne;40
Pereshchepyne;Krasnohrad;40
Krasnohrad;Valky;55
Valky;Krasnohrad;55
Krasnohrad;Merefa;84
Merefa;Krasnohrad;84
Krasnohrad;Liubotyn;85
Liubotyn;Krasnohrad;85
Krasnohrad;Pervomaiskyi;85
Pervomaiskyi;Krasnohrad;85
Krasnohrad;Novomoskovsk;86
Novomoskovsk;Krasnohrad;86
Krasnohrad;Bohodukhiv;89
Bohodukhiv;Krasnohrad;89
Krasnohrad;Pivdenne;89
Pivdenne;Krasnohrad;89
Berezne;Kostopil;36
Kostopil;Berezne;36
Berezne;Sarny;40
Sarny;Berezne;40
Berezne;Korets;62
Korets;Berezne;62
Berezne;Dubrovytsia;67
Dubrovytsia;Berezne;67
Berezne;Rivne;70
Rivne;Berezne;70
Berezne;Netishyn;74
Netishyn;Berezne;74
Berezne;Zdolbuniv;76
Zdolbuniv;Berezne;76
Berezne;Ostroh;79
Ostroh;Berezne;79
Berezne;Slavuta;79
Slavuta;Berezne;79
Liubotyn;Pivdenne;14
Pivdenne;Liubotyn;14
Liubotyn;Merefa;18
Merefa;Liubotyn;18
Liubotyn;Derhachi;26
Derhachi;Liubotyn;26
Liubotyn;Kharkiv;35
Kharkiv;Liubotyn;35
Liubotyn;Valky;39
Valky;Liubotyn;39
Liubotyn;Zmiiv;52
Zmiiv;Liubotyn;52
Liubotyn;Bohodukhiv;55
Bohodukhiv;Liubotyn;55
Liubotyn;Pervomaiskyi;67
Pervomaiskyi;Liubotyn;67
Liubotyn;Chuhuiv;81
Chuhuiv;Liubotyn;81
Starobilsk;Sievierodonetsk;60
Sievierodonetsk;Starobilsk;60
Starobilsk;Rubizhne;67
Rubizhne;Starobilsk;67
Starobilsk;Shchastia;70
Shchastia;Starobilsk;70
Starobilsk;Lysychansk;71
Lysychansk;Starobilsk;71
Starobilsk;Novodruzhesk;72
Novodruzhesk;Starobilsk;72
Starobilsk;Hirske;74
Hirske;Starobilsk;74
Starobilsk;Pryvillia;75
Pryvillia;Starobilsk;75
Starobilsk;Holubivka;77
Holubivka;Starobilsk;77
Starobilsk;Zymohiria;77
Zymohiria;Starobilsk;77
Derhachi;Kharkiv;23
Kharkiv;Derhachi;23
Derhachi;Liubotyn;26
Liubotyn;Derhachi;26
Derhachi;Pivdenne;26
Pivdenne;Derhachi;26
Derhachi;Merefa;34
Merefa;Derhachi;34
Derhachi;Zmiiv;55
Zmiiv;Derhachi;55
Derhachi;Valky;63
Valky;Derhachi;63
Derhachi;Bohodukhiv;66
Bohodukhiv;Derhachi;66
Derhachi;Chuhuiv;70
Chuhuiv;Derhachi;70
Derhachi;Pervomaiskyi;81
Pervomaiskyi;Derhachi;81
Izium;Sviatohirsk;37
Sviatohirsk;Izium;37
Izium;Barvinkove;44
Barvinkove;Izium;44
Izium;Sloviansk;53
Sloviansk;Izium;53
Izium;Balakliia;56
Balakliia;Izium;56
Izium;Kramatorsk;62
Kramatorsk;Izium;62
Izium;Lyman;63
Lyman;Izium;63
Izium;Mykolaivka;67
Mykolaivka;Izium;67
Izium;Kupiansk;68
Kupiansk;Izium;68
Izium;Druzhkivka;71
Druzhkivka;Izium;71
Kharkiv;Derhachi;23
Derhachi;Kharkiv;23
Kharkiv;Pivdenne;25
Pivdenne;Kharkiv;25
Kharkiv;Merefa;30
Merefa;Kharkiv;30
Kharkiv;Zmiiv;34
Zmiiv;Kharkiv;34
Kharkiv;Liubotyn;35
Liubotyn;Kharkiv;35
Kharkiv;Chuhuiv;48
Chuhuiv;Kharkiv;48
Kharkiv;Pervomaiskyi;65
Pervomaiskyi;Kharkiv;65
Kharkiv;Valky;74
Valky;Kharkiv;74
Kharkiv;Vovchansk;83
Vovchansk;Kharkiv;83
Pervomaisk;Irmino;5
Irmino;Pervomaisk;5
Pervomaisk;Zolote;8
Zolote;Pervomaisk;8
Pervomaisk;Holubivka;11
Holubivka;Pervomaisk;11
Pervomaisk;Almazna;12
Almazna;Pervomaisk;12
Pervomaisk;Kadiivka;14
Kadiivka;Pervomaisk;14
Pervomaisk;Hirske;15
Hirske;Pervomaisk;15
Pervomaisk;Brianka;19
Brianka;Pervomaisk;19
Pervomaisk;Popasna;20
Popasna;Pervomaisk;20
Pervomaisk;Zorynsk;25
Zorynsk;Pervomaisk;25
Irmino;Pervomaisk;5
Pervomaisk;Irmino;5
Irmino;Holubivka;8
Holubivka;Irmino;8
Irmino;Almazna;8
Almazna;Irmino;8
Irmino;Kadiivka;9
Kadiivka;Irmino;9
Irmino;Zolote;13
Zolote;Irmino;13
Irmino;Brianka;14
Brianka;Irmino;14
Irmino;Hirske;19
Hirske;Irmino;19
Irmino;Zorynsk;21
Zorynsk;Irmino;21
Irmino;Kypuche;23
Kypuche;Irmino;23
Barvinkove;Bilozerske;42
Bilozerske;Barvinkove;42
Barvinkove;Izium;44
Izium;Barvinkove;44
Barvinkove;Dobropillia;49
Dobropillia;Barvinkove;49
Barvinkove;Bilytske;58
Bilytske;Barvinkove;58
Barvinkove;Sviatohirsk;63
Sviatohirsk;Barvinkove;63
Barvinkove;Kramatorsk;64
Kramatorsk;Barvinkove;64
Barvinkove;Sloviansk;65
Sloviansk;Barvinkove;65
Barvinkove;Balakliia;65
Balakliia;Barvinkove;65
Barvinkove;Rodynske;65
Rodynske;Barvinkove;65
Kupiansk;Izium;68
Izium;Kupiansk;68
Kupiansk;Svatove;69
Svatove;Kupiansk;69
Kupiansk;Sviatohirsk;75
Sviatohirsk;Kupiansk;75
Kupiansk;Lyman;84
Lyman;Kupiansk;84
Kupiansk;Balakliia;91
Balakliia;Kupiansk;91
Kupiansk;Sloviansk;96
Sloviansk;Kupiansk;96
Kupiansk;Mykolaivka;98
Mykolaivka;Kupiansk;98
Kupiansk;Vovchansk;98
Vovchansk;Kupiansk;98
Kupiansk;Kreminna;100
Kreminna;Kupiansk;100
Lutuhyne;Oleksandrivsk;21
Oleksandrivsk;Lutuhyne;21
Lutuhyne;Luhansk;22
Luhansk;Lutuhyne;22
Lutuhyne;Antratsyt;33
Antratsyt;Lutuhyne;33
Lutuhyne;Zymohiria;36
Zymohiria;Lutuhyne;36
Lutuhyne;Shchastia;38
Shchastia;Lutuhyne;38
Lutuhyne;Petrovo-Krasnosillia;39
Petrovo-Krasnosillia;Lutuhyne;39
Lutuhyne;Rovenky;40
Rovenky;Lutuhyne;40
Lutuhyne;Khrustalnyi;43
Khrustalnyi;Lutuhyne;43
Lutuhyne;Perevalsk;45
Perevalsk;Lutuhyne;45
Lozova;Ternivka;48
Ternivka;Lozova;48
Lozova;Pervomaiskyi;58
Pervomaiskyi;Lozova;58
Lozova;Pershotravensk;61
Pershotravensk;Lozova;61
Lozova;Pavlohrad;62
Pavlohrad;Lozova;62
Lozova;Barvinkove;79
Barvinkove;Lozova;79
Lozova;Balakliia;87
Balakliia;Lozova;87
Lozova;Zmiiv;88
Zmiiv;Lozova;88
Lozova;Bilozerske;92
Bilozerske;Lozova;92
Lozova;Dobropillia;98
Dobropillia;Lozova;98
Petrovo-Krasnosillia;Bokovo-Khrustalne;18
Bokovo-Khrustalne;Petrovo-Krasnosillia;18
Petrovo-Krasnosillia;Perevalsk;18
Perevalsk;Petrovo-Krasnosillia;18
Petrovo-Krasnosillia;Khrustalnyi;18
Khrustalnyi;Petrovo-Krasnosillia;18
Petrovo-Krasnosillia;Alchevsk;23
Alchevsk;Petrovo-Krasnosillia;23
Petrovo-Krasnosillia;Kypuche;24
Kypuche;Petrovo-Krasnosillia;24
Petrovo-Krasnosillia;Miusynsk;24
Miusynsk;Petrovo-Krasnosillia;24
Petrovo-Krasnosillia;Antratsyt;30
Antratsyt;Petrovo-Krasnosillia;30
Petrovo-Krasnosillia;Zorynsk;31
Zorynsk;Petrovo-Krasnosillia;31
Petrovo-Krasnosillia;Brianka;33
Brianka;Petrovo-Krasnosillia;33
Sorokyne;Sukhodilsk;7
Sukhodilsk;Sorokyne;7
Sorokyne;Molodohvardiisk;11
Molodohvardiisk;Sorokyne;11
Sorokyne;Voznesenivka;25
Voznesenivka;Sorokyne;25
Sorokyne;Dovzhansk;26
Dovzhansk;Sorokyne;26
Sorokyne;Rovenky;46
Rovenky;Sorokyne;46
Sorokyne;Luhansk;55
Luhansk;Sorokyne;55
Sorokyne;Lutuhyne;60
Lutuhyne;Sorokyne;60
Sorokyne;Oleksandrivsk;70
Oleksandrivsk;Sorokyne;70
Sorokyne;Antratsyt;75
Antratsyt;Sorokyne;75
Sukhodilsk;Sorokyne;7
Sorokyne;Sukhodilsk;7
Sukhodilsk;Molodohvardiisk;8
Molodohvardiisk;Sukhodilsk;8
Sukhodilsk;Voznesenivka;32
Voznesenivka;Sukhodilsk;32
Sukhodilsk;Dovzhansk;32
Dovzhansk;Sukhodilsk;32
Sukhodilsk;Rovenky;48
Rovenky;Sukhodilsk;48
Sukhodilsk;Luhansk;51
Luhansk;Sukhodilsk;51
Sukhodilsk;Lutuhyne;58
Lutuhyne;Sukhodilsk;58
Sukhodilsk;Oleksandrivsk;66
Oleksandrivsk;Sukhodilsk;66
Sukhodilsk;Shchastia;70
Shchastia;Sukhodilsk;70
Molodohvardiisk;Sukhodilsk;8
Sukhodilsk;Molodohvardiisk;8
Molodohvardiisk;Sorokyne;11
Sorokyne;Molodohvardiisk;11
Molodohvardiisk;Dovzhansk;30
Dovzhansk;Molodohvardiisk;30
Molodohvardiisk;Voznesenivka;34
Voznesenivka;Molodohvardiisk;34
Molodohvardiisk;Rovenky;42
Rovenky;Molodohvardiisk;42
Molodohvardiisk;Luhansk;44
Luhansk;Molodohvardiisk;44
Molodohvardiisk;Lutuhyne;50
Lutuhyne;Molodohvardiisk;50
Molodohvardiisk;Oleksandrivsk;59
Oleksandrivsk;Molodohvardiisk;59
Molodohvardiisk;Shchastia;65
Shchastia;Molodohvardiisk;65
Balakliia;Chuhuiv;45
Chuhuiv;Balakliia;45
Balakliia;Izium;56
Izium;Balakliia;56
Balakliia;Zmiiv;60
Zmiiv;Balakliia;60
Balakliia;Barvinkove;65
Barvinkove;Balakliia;65
Balakliia;Pervomaiskyi;70
Pervomaiskyi;Balakliia;70
Balakliia;Kharkiv;86
Kharkiv;Balakliia;86
Balakliia;Lozova;87
Lozova;Balakliia;87
Balakliia;Kupiansk;91
Kupiansk;Balakliia;91
Balakliia;Vovchansk;93
Vovchansk;Balakliia;93
Pivdenne;Merefa;8
Merefa;Pivdenne;8
Pivdenne;Liubotyn;14
Liubotyn;Pivdenne;14
Pivdenne;Kharkiv;25
Kharkiv;Pivdenne;25
Pivdenne;Derhachi;26
Derhachi;Pivdenne;26
Pivdenne;Zmiiv;38
Zmiiv;Pivdenne;38
Pivdenne;Valky;51
Valky;Pivdenne;51
Pivdenne;Pervomaiskyi;56
Pervomaiskyi;Pivdenne;56
Pivdenne;Chuhuiv;68
Chuhuiv;Pivdenne;68
Pivdenne;Bohodukhiv;69
Bohodukhiv;Pivdenne;69
Zymohiria;Alchevsk;20
Alchevsk;Zymohiria;20
Zymohiria;Perevalsk;22
Perevalsk;Zymohiria;22
Zymohiria;Oleksandrivsk;27
Oleksandrivsk;Zymohiria;27
Zymohiria;Kypuche;30
Kypuche;Zymohiria;30
Zymohiria;Brianka;32
Brianka;Zymohiria;32
Zymohiria;Kadiivka;33
Kadiivka;Zymohiria;33
Zymohiria;Petrovo-Krasnosillia;34
Petrovo-Krasnosillia;Zymohiria;34
Zymohiria;Holubivka;34
Holubivka;Zymohiria;34
Zymohiria;Shchastia;36
Shchastia;Zymohiria;36
Zorynsk;Brianka;11
Brianka;Zorynsk;11
Zorynsk;Kypuche;11
Kypuche;Zorynsk;11
Zorynsk;Almazna;13
Almazna;Zorynsk;13
Zorynsk;Kadiivka;17
Kadiivka;Zorynsk;17
Zorynsk;Alchevsk;21
Alchevsk;Zorynsk;21
Zorynsk;Irmino;21
Irmino;Zorynsk;21
Zorynsk;Perevalsk;22
Perevalsk;Zorynsk;22
Zorynsk;Holubivka;25
Holubivka;Zorynsk;25
Zorynsk;Pervomaisk;25
Pervomaisk;Zorynsk;25
Kreminna;Pryvillia;11
Pryvillia;Kreminna;11
Kreminna;Novodruzhesk;18
Novodruzhesk;Kreminna;18
Kreminna;Rubizhne;18
Rubizhne;Kreminna;18
Kreminna;Lysychansk;23
Lysychansk;Kreminna;23
Kreminna;Siversk;23
Siversk;Kreminna;23
Kreminna;Sievierodonetsk;33
Sievierodonetsk;Kreminna;33
Kreminna;Soledar;41
Soledar;Kreminna;41
Kreminna;Svatove;42
Svatove;Kreminna;42
Kreminna;Lyman;45
Lyman;Kreminna;45
Bokovo-Khrustalne;Miusynsk;12
Miusynsk;Bokovo-Khrustalne;12
